Cowid,Time,Status,Herd,Timeassess,LogSCC
7781,317,0,1629,13,4.68
7782,322,0,1630,12,5.98
7783,334,0,1630,14,5.87
7784,311,0,1630,12,7.19
7785,332,0,1630,8,4.5
7786,331,0,1631,9,4.98
7787,323,0,1631,9,4.11
7788,311,0,1631,6,4.32
7789,323,0,1632,13,4.13
7790,316,0,1632,6,6.43
7791,312,0,1632,6,7.26
7792,311,0,1633,6,6.44
7793,325,0,1633,10,4.79
7794,326,0,1633,12,4.39
7795,48,1,1633,8,5.05
7796,327,0,1633,14,4.2
7797,334,0,1633,10,4.54
7798,334,0,1634,8,4.01
7799,315,0,1634,5,6
7800,331,0,1634,11,4.88
7801,82,1,1635,7,5.48
7802,335,1,1635,9,4.96
7803,326,0,1635,6,6.62
7804,333,0,1635,5,6.7
7805,310,0,1636,10,5.54
7806,331,0,1636,11,3.83
7807,318,0,1637,6,4.77
7808,318,0,1637,6,3.83
7809,290,1,1638,6,3.76
7810,316,0,1638,5,3.33
7811,184,1,1638,7,5.62
7812,315,0,1638,12,4.04
7813,326,0,1638,6,6.78
7814,326,0,1639,12,3.87
7815,318,0,1639,13,4.38
7816,321,0,1639,6,7.23
7817,332,0,1640,10,4.72
7818,311,0,1640,14,4.09
7819,177,1,1640,8,5.21
7820,315,0,1640,13,5.43
7821,327,0,1640,13,4.01
7822,319,0,1640,13,3.09
7823,312,0,1640,11,6
7824,206,1,1640,7,5.13
7825,312,0,1640,5,4.09
7826,331,0,1641,14,5.38
7827,316,0,1641,7,5.12
7828,308,1,1642,14,5.31
7829,311,0,1642,9,3.71
7830,333,0,1642,11,4.73
7831,328,0,1642,13,3.14
7832,328,0,1642,5,5.18
7833,335,0,1642,8,5.42
7834,185,1,1642,5,3.4
7835,337,0,1643,8,3.4
7836,335,1,1643,8,5.32
7837,322,0,1643,9,4.96
7838,329,0,1643,11,4.54
7839,332,0,1643,10,4.01
7840,316,0,1643,10,4.72
7841,327,0,1643,13,3.76
7842,314,0,1644,5,4.87
7843,333,0,1644,5,6.14
7844,322,0,1644,14,5.02
7845,339,0,1644,8,6.52
7846,327,0,1645,5,5.32
7847,313,0,1645,11,3.95
7848,324,0,1645,10,3.33
7849,310,1,1645,14,4.03
7850,316,0,1646,5,4.65
7851,325,0,1647,12,4.25
7852,320,0,1647,9,5.11
7853,338,0,1647,13,5.07
7854,323,0,1647,8,4.32
7855,311,0,1648,11,6.93
7856,315,0,1648,5,7.82
7857,319,0,1648,8,4.83
7858,326,0,1649,6,4.04
7859,323,0,1649,8,4.28
7860,324,0,1650,9,5.47
7861,324,0,1650,13,3.37
7862,316,0,1650,5,8.61
7863,312,0,1650,8,6.42
7864,330,0,1650,10,3.4
7865,328,1,1651,12,4.87
7866,330,0,1651,5,3.5
7867,321,0,1652,5,4.62
7868,140,1,1652,5,5.34
7869,328,0,1652,7,4.89
7870,321,0,1652,5,5.28
7871,313,0,1652,7,3.95
7872,310,0,1652,11,4.67
7873,338,0,1653,6,5.31
7874,316,0,1653,13,4.37
7875,338,0,1653,13,2.83
7876,153,1,1653,9,4.09
7877,320,0,1653,5,7.8
7878,337,0,1653,14,5.78
7879,223,1,1653,6,5.3
7880,326,0,1654,12,4.71
7881,319,0,1654,5,7.82
7882,134,1,1654,5,4.52
7883,335,0,1654,14,4.42
7884,328,0,1654,12,4.23
7885,334,0,1654,13,5.35
7886,324,0,1654,5,6.41
7887,54,1,1655,13,4.14
7888,333,0,1656,7,3.81
7889,327,0,1656,8,5.26
7890,156,1,1657,11,5.28
7891,333,0,1658,7,4.25
7892,336,0,1658,7,4.32
7893,337,0,1658,8,3.56
7894,334,0,1658,8,2.56
7895,324,0,1658,10,5.3
7896,83,1,1658,6,3.14
7897,312,0,1658,9,3.33
7898,331,0,1658,9,6.69
7899,332,0,1658,6,3.26
7900,332,0,1659,7,7.11
7901,324,0,1659,11,4.49
7902,324,0,1659,13,3.5
7903,319,0,1659,12,4.14
7904,318,0,1660,10,2.94
7905,325,0,1660,5,5.76
7906,339,0,1660,6,3.4
7907,332,0,1660,6,4.29
7908,321,0,1660,11,4.79
7909,274,1,1660,6,5.17
7910,314,0,1660,7,3.89
7911,324,0,1661,5,4.95
7912,323,0,1661,12,4.67
7913,279,1,1661,14,2.94
7914,310,0,1661,7,5.46
7915,311,0,1661,10,4.28
7916,328,0,1661,9,4.72
7917,333,0,1661,6,4.22
7918,14,1,1661,9,8.18
7919,143,1,1661,5,6.1
7920,327,0,1661,14,3.58
7921,336,0,1662,6,4.36
7922,162,1,1662,7,6.32
7923,325,0,1663,10,3.22
7924,329,0,1663,10,3.22
7925,332,0,1663,12,4.37
7926,333,0,1663,10,3.33
7927,319,0,1663,9,4.64
7928,334,0,1663,14,3.95
7929,168,1,1663,6,6.04
7930,337,0,1664,7,4.04
7931,256,1,1664,11,5.33
7932,167,1,1664,11,4.03
7933,63,1,1664,10,3.99
7934,335,0,1664,9,3.58
7935,331,0,1664,8,3.91
7936,323,0,1664,8,3.74
7937,330,0,1664,11,3.76
7938,338,0,1665,6,3.74
7939,333,0,1665,12,7.24
7940,331,0,1665,10,5.42
7941,334,0,1665,7,4.53
7942,324,0,1666,5,4.79
7943,311,0,1666,11,6.26
7944,315,0,1666,10,4.66
7945,325,0,1666,7,4.06
7946,324,0,1666,10,5.23
7947,335,0,1666,12,4.14
7948,326,0,1667,14,5.45
7949,326,0,1667,12,3.83
7950,327,0,1667,14,3.91
7951,315,0,1667,14,3.85
7952,312,0,1667,14,3.91
7953,316,1,1667,12,7.22
7954,321,0,1668,14,3.26
7955,310,0,1668,10,5.69
7956,320,0,1669,7,4.17
7957,218,1,1670,7,4.17
7958,331,0,1670,11,3.81
7959,267,1,1670,14,3.14
7960,331,0,1670,6,5.53
7961,337,0,1670,9,3.4
7962,334,0,1670,7,4.89
7963,337,0,1670,6,4.22
7964,55,1,1670,10,5.49
7965,256,1,1670,6,6.29
7966,339,0,1670,14,3.53
7967,311,1,1670,7,5.09
7968,92,1,1670,7,4.79
7969,334,0,1671,7,4.84
7970,333,0,1671,13,4.84
7971,333,0,1671,11,2.71
7972,330,0,1671,13,3.66
7973,328,0,1672,10,4.93
7974,314,0,1672,11,4.43
7975,310,1,1672,10,3.95
7976,329,0,1672,10,4.84
7977,333,0,1672,7,4.16
7978,315,1,1673,8,2.83
7979,307,1,1673,10,5
7980,331,1,1673,8,4.95
7981,319,0,1673,13,4.57
7982,33,1,1673,6,2.77
7983,314,1,1673,7,3.56
7984,317,1,1673,13,3.4
7985,165,1,1673,10,3.3
7986,328,0,1673,6,4.73
7987,337,0,1673,7,3.69
7988,269,1,1673,6,3.69
7989,311,0,1674,9,7.73
7990,316,0,1674,14,6.48
7991,322,0,1674,11,6.44
7992,323,0,1675,10,7.61
7993,336,0,1675,9,4.32
7994,327,0,1675,14,3.66
7995,300,1,1675,14,4.08
7996,329,0,1676,6,4.17
7997,159,1,1676,7,5.51
7998,175,1,1677,7,4.71
7999,310,0,1677,10,6.22
8000,316,0,1677,9,3.76
8001,252,1,1677,7,3.58
8002,326,0,1678,6,5.92
8003,86,1,1679,7,4.55
8004,335,0,1679,10,4.94
8005,322,0,1679,12,5.46
8006,318,0,1680,11,4.01
8007,300,1,1680,6,5.42
8008,337,0,1680,6,3.76
8009,313,0,1681,8,5.53
8010,313,0,1681,11,4.03
8011,300,1,1681,8,3.26
8012,320,0,1681,6,4.33
8013,321,0,1682,9,6.34
8014,326,0,1682,6,3.3
8015,339,0,1683,6,4.14
8016,316,0,1683,6,6.17
8017,316,0,1683,8,4.71
8018,333,0,1683,6,3.04
8019,329,0,1683,12,4.99
8020,320,0,1684,14,3.61
8021,338,0,1684,11,3.3
8022,318,0,1684,6,3.93
8023,311,0,1684,7,3.93
8024,321,0,1684,12,8.11
8025,326,0,1684,13,7.42
8026,321,0,1685,8,7.56
8027,321,0,1685,8,7.96
8028,324,0,1686,6,5.05
8029,313,0,1687,6,5.45
8030,320,0,1687,6,3.95
8031,329,1,1687,12,5.73
8032,75,1,1687,9,4.28
8033,326,1,1687,6,4.74
8034,318,1,1688,12,4.87
8035,319,0,1688,8,5.1
8036,317,1,1688,10,4.01
8037,334,0,1689,14,3.64
8038,309,1,1689,9,2.77
8039,322,0,1689,6,2.83
8040,301,1,1689,6,4.75
8041,61,1,1689,10,4.08
8042,335,0,1689,6,3.3
8043,330,0,1690,13,4.16
8044,322,0,1690,12,7.46
8045,337,0,1690,6,6.13
8046,201,1,1690,9,4.29
8047,318,0,1690,10,5.99
8048,328,0,1691,10,3.18
8049,310,1,1691,10,4.11
8050,315,0,1691,13,5.41
8051,317,0,1692,11,5.68
8052,310,0,1692,6,3.66
8053,168,1,1692,10,4.2
8054,310,0,1692,8,4.97
8055,334,0,1692,11,4.8
8056,311,0,1692,12,3.99
8057,326,0,1693,12,4.95
8058,319,0,1693,5,4.88
8059,320,0,1693,12,3.78
8060,332,0,1693,7,6.53
8061,314,0,1693,5,5.62
8062,323,0,1693,12,4.91
8063,338,0,1693,5,7.4
8064,324,0,1693,11,3.58
8065,75,1,1693,6,5.37
8066,312,0,1694,12,3.53
8067,324,0,1694,5,6.1
8068,318,0,1695,10,3.5
8069,312,0,1695,8,3.56
8070,333,0,1695,13,5.78
8071,315,0,1695,9,3.56
8072,328,0,1696,11,7.26
8073,336,0,1696,13,4.09
8074,311,0,1696,8,6.28
8075,317,0,1697,6,6.08
8076,322,0,1697,12,3.87
8077,329,0,1698,12,4.14
8078,318,0,1698,12,2.77
8079,332,0,1699,12,7.74
8080,326,0,1700,7,4.2
8081,311,1,1700,9,6.51
8082,322,0,1700,13,6.22
8083,331,0,1700,10,4.8
8084,314,0,1700,6,8.41
8085,334,0,1700,14,6.58
8086,312,0,1700,9,4.78
8087,314,0,1700,8,5.92
8088,311,0,1700,6,5.48
8089,316,0,1700,6,3.87
8090,329,0,1700,6,4.04
8091,339,0,1701,9,4.73
8092,312,0,1701,9,3.22
8093,310,0,1702,5,5.54
8094,322,0,1702,14,3.69
8095,111,1,1703,8,8.11
8096,332,0,1704,8,3.22
8097,331,0,1704,7,3.14
8098,321,0,1704,10,3.43
8099,316,0,1705,12,5.39
8100,324,0,1705,7,7.37
8101,328,0,1705,14,4.56
8102,322,0,1705,12,6.51
8103,339,0,1706,9,4.2
8104,316,0,1706,7,3.58
8105,332,0,1706,9,6.46
8106,315,0,1706,12,4.86
8107,319,0,1706,14,5.42
8108,318,0,1706,13,3.53
8109,316,0,1706,6,3.4
8110,314,0,1707,12,2.56
8111,321,0,1707,6,5.59
8112,337,0,1707,9,5.17
8113,327,0,1707,10,2.94
8114,336,0,1708,13,4.28
8115,329,0,1708,8,2.89
8116,334,0,1708,13,4.2
8117,287,1,1708,7,4.25
8118,313,0,1708,6,6.84
8119,315,0,1708,11,3.56
8120,315,0,1708,10,5.9
8121,331,0,1708,11,3.4
8122,310,0,1709,14,4.74
8123,325,0,1709,12,7.17
8124,334,0,1710,6,3.09
8125,325,0,1710,6,6.13
8126,337,0,1710,5,3.83
8127,252,1,1711,9,3.76
8128,324,0,1711,12,3.85
8129,334,0,1711,6,3.91
8130,322,0,1712,9,3.66
8131,321,0,1712,5,8.11
8132,325,0,1712,8,5.4
8133,209,1,1712,5,7.06
8134,339,0,1712,7,3.74
8135,329,0,1712,12,3.09
8136,326,0,1712,6,6.07
8137,336,0,1712,5,4.23
8138,6,1,1713,8,3.5
8139,331,0,1713,7,6.08
8140,312,0,1713,7,5.22
8141,244,1,1713,8,3.33
8142,157,1,1714,10,5.56
8143,313,0,1714,9,3.64
8144,321,0,1714,6,3.71
8145,322,0,1714,10,4.74
8146,312,0,1714,7,3.09
8147,331,0,1714,12,4.73
8148,323,0,1715,13,4.11
8149,325,0,1715,11,6.87
8150,316,0,1715,10,3.81
8151,323,0,1716,13,4.47
8152,22,1,1716,9,3.66
8153,8,1,1716,9,3.33
8154,314,0,1716,8,7.24
8155,312,0,1716,5,5.14
8156,321,0,1716,5,5.26
8157,315,0,1717,6,3.53
8158,319,0,1717,5,6.29
8159,338,0,1717,5,5.61
8160,312,0,1718,14,5.21
8161,327,0,1718,10,3.43
8162,319,0,1719,7,5.56
8163,314,0,1720,6,3.99
8164,331,0,1721,11,5.92
8165,336,0,1721,14,3.5
8166,227,1,1721,10,4.93
8167,317,0,1721,14,4.09
8168,238,1,1721,9,4.45
8169,318,0,1722,10,2.83
8170,236,1,1722,9,4.47
8171,338,0,1722,6,3.78
8172,336,0,1722,6,5.54
8173,326,0,1722,7,5.99
8174,330,0,1723,11,4.89
8175,316,0,1723,14,3.18
8176,86,1,1723,6,4.01
8177,322,0,1724,5,3.66
8178,240,1,1724,5,5.13
8179,313,0,1724,9,3.69
8180,326,0,1724,11,5.31
8181,329,0,1724,7,4.84
8182,329,0,1724,9,4.45
8183,8,1,1724,12,3.4
8184,311,0,1724,14,5.55
8185,325,0,1724,14,5.31
8186,332,0,1724,6,4.17
8187,325,0,1724,11,5.27
8188,315,0,1724,6,5.12
8189,310,0,1724,12,5.21
8190,83,1,1724,9,3.76
8191,314,0,1725,5,5.43
8192,310,0,1725,11,4.08
8193,318,0,1725,7,4.9
8194,330,0,1725,10,4.11
8195,329,0,1725,12,4.09
8196,335,0,1726,10,3
8197,328,0,1726,10,4.17
8198,315,0,1726,9,5.39
8199,321,0,1727,5,3.99
8200,2,1,1727,9,4.19
8201,319,0,1728,11,2.94
8202,306,1,1728,5,4.01
8203,315,0,1728,13,3.87
8204,334,0,1728,6,5.53
8205,322,0,1728,12,3.04
8206,317,0,1728,5,5.6
8207,316,0,1729,5,6.37
8208,82,1,1729,5,5.77
8209,332,0,1729,13,4.76
8210,315,0,1729,10,3.5
8211,323,0,1729,8,6.8
8212,318,0,1730,14,4.06
8213,313,0,1730,12,3.53
8214,337,0,1731,6,3.04
8215,339,0,1731,11,5.67
8216,338,0,1731,11,5.88
8217,315,0,1731,5,4.94
8218,331,0,1731,9,4.17
8219,330,0,1731,5,6.53
8220,333,0,1731,11,3.58
8221,331,0,1731,9,4.98
8222,329,0,1731,14,3.33
8223,310,0,1731,14,3.22
8224,332,0,1731,14,3.5
8225,314,0,1732,10,4.11
8226,329,0,1733,5,5.35
8227,334,0,1733,10,3.33
8228,337,0,1734,6,4.42
8229,252,1,1735,10,3.53
8230,311,0,1735,12,3.26
8231,310,0,1735,7,4.87
8232,315,0,1735,5,3.93
8233,330,0,1735,6,4.84
8234,54,1,1735,5,6.62
8235,313,1,1735,14,5.02
8236,329,0,1735,5,8.01
8237,325,0,1735,14,2.71
8238,329,0,1735,10,4.75
8239,311,0,1735,5,5.04
8240,314,0,1735,11,3.18
8241,323,0,1735,13,5.16
8242,313,0,1735,5,3.33
8243,329,0,1736,11,4.29
8244,335,0,1737,6,5.67
8245,317,0,1737,12,5
8246,315,0,1737,14,6.53
8247,315,0,1737,11,5.08
8248,320,0,1737,6,5.29
8249,271,1,1737,14,4.68
8250,310,0,1738,8,6.22
8251,310,0,1738,6,3.37
8252,312,0,1738,11,3.64
8253,328,0,1738,10,5.17
8254,313,0,1738,9,3.71
8255,311,0,1738,9,2.77
8256,312,0,1738,11,3.47
8257,263,1,1738,14,3.18
8258,27,1,1739,5,6.94
8259,225,1,1739,14,2.2
8260,319,0,1739,10,3.87
8261,213,1,1739,6,5.1
8262,312,1,1739,14,3.22
8263,317,0,1739,11,3.71
8264,331,0,1739,11,5.42
8265,315,0,1739,5,4.69
8266,335,0,1740,12,3.5
8267,315,0,1740,11,4.25
8268,331,0,1740,5,6.42
8269,330,0,1740,6,5
8270,337,0,1740,13,3
8271,317,0,1741,6,6.25
8272,312,0,1741,6,5.78
8273,327,0,1741,13,2.77
8274,338,0,1741,9,5.12
8275,330,0,1741,12,3.5
8276,141,1,1742,6,7.86
8277,316,0,1742,10,4.19
8278,336,0,1742,6,3.43
8279,319,0,1742,10,7.45
8280,339,0,1742,12,5.12
8281,321,0,1742,6,4.06
8282,310,0,1743,7,4.56
8283,338,0,1744,11,7.34
8284,68,1,1744,6,4.62
8285,330,0,1744,5,6.23
8286,325,0,1744,9,4.16
8287,334,0,1744,5,5.12
8288,328,0,1744,11,6.71
8289,330,0,1745,13,4.03
8290,334,0,1746,11,4.2
8291,326,0,1747,6,5.61
8292,177,1,1747,6,4.56
8293,338,0,1748,6,3.58
8294,313,0,1748,8,4.41
8295,312,1,1748,5,5.3
8296,332,1,1748,14,4.33
8297,310,0,1749,5,3.85
8298,325,0,1749,7,7.13
8299,96,1,1750,9,4.29
8300,336,0,1750,7,7.06
8301,329,0,1751,13,3.64
8302,331,0,1751,9,4.49
8303,312,0,1752,10,3.78
8304,315,1,1752,5,4.5
8305,186,1,1752,10,4.99
8306,324,0,1752,11,8.79
8307,323,0,1752,6,4.58
8308,336,0,1753,13,5.88
8309,330,0,1753,6,5.99
8310,324,0,1753,12,6.42
8311,328,0,1754,5,5.05
8312,314,0,1754,5,6.32
8313,327,0,1755,8,6.47
8314,314,0,1755,5,4.88
8315,326,0,1755,8,4.41
8316,319,0,1755,14,3.78
8317,316,0,1755,6,3.22
8318,338,0,1755,7,4.3
8319,339,0,1755,9,4.91
8320,315,0,1756,14,4.62
8321,310,0,1756,9,4.14
8322,84,1,1756,5,5.72
8323,328,0,1756,7,7.26
8324,316,0,1756,10,3.69
8325,227,1,1757,7,4.39
8326,313,0,1757,13,7.18
8327,332,0,1757,9,3.83
8328,313,0,1758,8,3.5
8329,335,0,1758,5,3.14
8330,314,0,1758,8,4.62
8331,327,0,1758,14,4.93
8332,330,0,1758,14,7.39
8333,339,0,1759,13,4.25
8334,322,0,1759,10,4.94
8335,337,0,1759,12,5.38
8336,316,0,1759,13,5.11
8337,336,0,1759,7,4.3
8338,111,1,1759,9,3.99
8339,321,0,1759,5,4.5
8340,327,0,1759,9,4.04
8341,324,0,1759,5,4.16
8342,326,0,1760,7,3.89
8343,320,0,1760,9,4.36
8344,333,0,1760,7,5.92
8345,331,0,1761,13,3.09
8346,328,0,1761,6,3.89
8347,60,1,1762,7,5.48
8348,323,0,1762,12,3.09
8349,310,0,1763,9,5.14
8350,330,0,1763,9,4.42
8351,117,1,1763,10,4.36
8352,155,1,1764,7,4.42
8353,311,0,1764,6,3.3
8354,334,0,1764,9,3.5
8355,315,0,1764,6,3.64
8356,339,0,1764,10,4.47
8357,314,0,1764,10,4.49
8358,331,0,1764,5,4.62
8359,333,0,1764,14,3.43
8360,321,0,1764,10,3.64
8361,43,1,1765,11,3.43
8362,200,1,1765,6,3.95
8363,311,0,1765,13,5.31
8364,119,1,1765,6,5.2
8365,328,0,1765,6,4.25
8366,335,0,1766,7,4.34
8367,154,1,1766,5,4.58
8368,338,0,1766,13,4.06
8369,316,1,1767,5,5.34
8370,326,0,1768,6,6.91
8371,322,0,1768,8,5.63
8372,66,1,1769,12,4.82
8373,314,0,1769,10,3.09
8374,140,1,1769,7,4.77
8375,318,0,1769,6,3.47
8376,312,0,1769,7,4.6
8377,323,0,1769,14,4.47
8378,316,0,1769,7,4.74
8379,85,1,1769,5,8.01
8380,335,0,1769,14,5.36
8381,305,1,1770,11,4.58
8382,328,0,1770,14,4.84
8383,231,1,1770,9,6.24
8384,318,0,1770,13,3.61
8385,331,0,1770,7,7.77
8386,319,0,1771,12,5.15
8387,196,1,1771,8,5.16
8388,317,0,1771,7,4.71
8389,290,1,1771,13,5.81
8390,337,0,1771,10,3.74
8391,142,1,1771,11,4.62
8392,329,0,1771,14,4.6
8393,312,0,1771,5,4.93
8394,25,1,1771,14,4.09
8395,181,1,1772,5,3.99
8396,317,0,1773,13,4.25
8397,146,1,1773,10,3.56
8398,143,1,1773,10,5.81
8399,337,0,1773,6,8.52
8400,239,1,1773,6,5.94
8401,313,0,1773,9,3.4
8402,110,1,1774,11,3.33
8403,29,1,1774,13,3.22
8404,205,1,1774,11,7.25
8405,331,0,1774,11,4.34
8406,224,1,1774,6,7.26
8407,11,1,1774,14,5.68
8408,311,0,1774,7,4.72
8409,322,0,1774,12,3.47
8410,334,0,1774,7,4.52
8411,313,0,1775,9,5.23
8412,313,0,1775,10,4.7
8413,313,0,1775,8,4.3
8414,89,1,1776,10,3.89
8415,323,0,1776,14,6.53
8416,330,0,1776,7,3.99
8417,170,1,1777,13,3.3
8418,330,0,1777,5,5.84
8419,329,0,1777,8,3.71
8420,148,1,1777,7,4.54
8421,321,0,1777,12,3.87
8422,322,0,1777,7,5.58
8423,328,0,1778,13,4.88
8424,144,1,1778,14,5.42
8425,333,0,1778,6,6.06
8426,330,0,1778,12,5.69
8427,314,0,1779,7,4.74
8428,315,0,1779,10,2.64
8429,326,0,1780,13,2.77
8430,320,0,1780,12,5.56
8431,310,0,1781,14,3.5
8432,322,0,1782,11,3.74
8433,240,1,1782,7,4.56
8434,187,1,1783,12,4.51
8435,311,1,1784,12,3.56
8436,324,0,1784,7,5.77
8437,324,0,1785,13,5.87
8438,324,0,1785,7,3.18
8439,335,0,1785,10,3.5
8440,203,1,1786,12,3.09
8441,334,0,1786,12,6.82
8442,325,0,1786,10,5.03
8443,315,0,1787,6,7.28
8444,324,0,1787,12,5.46
8445,316,0,1787,6,5.58
8446,338,0,1787,11,6.09
8447,314,0,1787,6,6.18
8448,324,0,1787,10,4.93
8449,314,0,1787,6,5.21
8450,203,1,1787,6,6.84
8451,169,1,1787,11,2.83
8452,312,0,1787,14,3.61
8453,313,0,1787,11,4.16
8454,333,0,1787,11,3.04
8455,324,0,1788,9,3.22
8456,314,0,1789,9,4.7
8457,333,0,1789,13,3.93
8458,318,0,1789,6,5.17
8459,99,1,1789,14,6.11
8460,316,0,1789,11,3.53
8461,325,0,1790,10,3.76
8462,329,0,1790,5,4.25
8463,322,0,1790,12,7.24
8464,324,0,1791,10,5.88
8465,338,0,1791,12,2.71
8466,328,0,1791,6,5.4
8467,90,1,1791,5,4.96
8468,335,0,1791,14,3.66
8469,333,1,1791,10,6.84
8470,320,0,1792,10,3.95
8471,331,0,1792,9,5.08
8472,327,0,1792,13,3.04
8473,113,1,1792,6,4.85
8474,322,0,1792,10,4.88
8475,90,1,1792,9,4.96
8476,329,0,1792,9,3.95
8477,110,1,1792,11,5.16
8478,315,0,1792,12,5.69
8479,308,1,1792,9,5.94
8480,14,1,1793,7,5.3
8481,333,0,1793,11,7.79
8482,334,0,1793,13,4.8
8483,330,0,1793,12,3.93
8484,324,0,1793,14,3.85
8485,321,0,1794,13,4.61
8486,315,0,1794,7,5.02
8487,324,0,1794,6,3.91
8488,320,0,1794,8,3.14
8489,311,0,1795,5,4.85
8490,77,1,1795,13,3.93
8491,333,0,1795,5,5.53
8492,336,0,1795,12,3.47
8493,318,0,1795,5,5.83
8494,334,0,1796,9,7.21
8495,316,0,1796,13,7.25
8496,332,0,1797,8,5.46
8497,329,0,1798,14,2.77
8498,335,0,1798,9,7.5
8499,251,1,1798,10,5.34
8500,319,1,1798,9,3.14
8501,332,0,1798,8,4.64
8502,328,0,1798,6,5.06
8503,336,0,1798,10,4.25
8504,324,0,1798,9,3.26
8505,326,0,1798,9,8.28
8506,324,0,1799,9,5.7
8507,331,0,1799,9,3.5
8508,317,0,1799,10,4.57
8509,135,1,1799,6,6.17
8510,101,1,1799,8,4.76
8511,314,0,1800,6,3.53
8512,294,1,1800,11,6.64
8513,311,0,1800,12,5.93
8514,316,0,1800,14,3.3
8515,118,1,1800,14,4.92
8516,313,0,1800,5,5.98
8517,320,0,1800,6,5.34
8518,321,0,1800,5,5.15
8519,329,0,1800,5,4.16
8520,317,0,1800,8,4.61
8521,318,0,1800,14,3.85
8522,317,0,1801,11,4.34
8523,121,1,1801,11,4.47
8524,172,1,1801,9,6.03
8525,320,0,1801,13,4.62
8526,163,1,1801,12,5.24
8527,339,0,1802,6,3.53
8528,323,0,1802,14,3.14
8529,325,0,1802,6,3.93
8530,320,0,1802,9,3.64
8531,312,0,1802,7,7.63
8532,304,1,1803,6,5.08
8533,320,0,1803,7,3.64
8534,6,1,1803,7,4.74
8535,338,0,1803,11,5.56
8536,329,0,1803,6,2.64
8537,310,0,1803,7,3.74
8538,337,0,1804,12,6.47
8539,332,0,1804,10,5.32
8540,325,0,1805,11,3.4
8541,332,0,1805,6,4.13
8542,314,0,1805,6,4.84
8543,102,1,1805,12,7.96
8544,337,0,1805,8,2.3
8545,312,0,1805,9,3.47
8546,313,0,1805,13,6.48
8547,323,0,1805,6,3.56
8548,335,0,1805,11,3.3
8549,327,0,1805,7,6.18
8550,339,0,1806,6,5.63
8551,332,0,1806,8,4.82
8552,320,0,1807,8,3.22
8553,318,0,1807,11,2.83
8554,337,0,1807,13,4.03
8555,331,0,1808,7,4.6
8556,328,0,1808,11,4.43
8557,319,0,1808,13,3.99
8558,329,0,1808,14,3.47
8559,314,0,1809,11,4.5
8560,337,0,1809,8,3.97
8561,336,0,1810,10,5.52
8562,339,0,1810,10,7.93
8563,339,0,1810,7,5.99
8564,336,0,1810,7,4.25
8565,325,0,1811,14,6.15
8566,334,0,1811,13,4.6
8567,319,0,1812,11,4.48
8568,310,1,1813,8,4.89
8569,311,0,1813,5,4.8
8570,312,0,1813,13,3.56
8571,331,0,1813,9,5.36
8572,315,0,1813,9,4.34
8573,317,0,1813,9,3.76
8574,318,0,1814,9,6.51
8575,312,0,1815,13,5.93
8576,322,0,1815,14,6.71
8577,326,0,1815,14,3.87
8578,241,1,1815,9,6.2
8579,331,0,1815,8,3.5
8580,318,0,1816,5,5.52
8581,316,0,1816,11,5.27
8582,336,0,1816,13,3.14
8583,331,0,1816,6,4.26
8584,319,0,1816,14,3.87
8585,188,1,1817,6,7.44
8586,325,0,1817,14,5.08
8587,314,0,1817,5,4.81
8588,326,0,1817,6,6.16
8589,44,1,1817,6,3.93
8590,329,0,1817,14,5.81
8591,328,0,1817,6,5.62
8592,336,0,1817,14,5.88
8593,336,0,1818,8,6.42
8594,331,0,1818,6,3.61
8595,323,0,1818,5,7.87
8596,325,0,1818,14,4.7
8597,337,0,1819,10,4.55
8598,323,0,1820,8,4.34
8599,315,0,1820,9,3.18
8600,337,0,1820,9,7.98
8601,313,0,1821,10,4.09
8602,326,0,1821,6,6.19
8603,310,0,1822,8,8.7
8604,339,0,1822,8,5.05
8605,237,1,1822,10,4.28
8606,325,0,1822,11,5.19
8607,313,0,1823,7,5.7
8608,326,0,1823,9,3.89
8609,314,0,1823,6,5.79
8610,335,0,1823,10,4.91
8611,313,0,1823,8,5.63
8612,312,0,1823,14,3.87
8613,314,0,1823,11,4.06
8614,323,0,1823,10,3.83
8615,337,0,1824,5,6.24
8616,328,0,1824,9,3.47
8617,314,0,1824,7,3.18
8618,332,0,1824,6,3.37
8619,323,0,1824,6,5.57
8620,322,0,1824,12,6.61
8621,315,0,1824,12,6.4
8622,319,0,1825,6,5.42
8623,333,0,1826,11,3.56
8624,314,0,1826,7,3.71
8625,329,1,1826,11,8.49
8626,315,0,1826,10,2.94
8627,331,0,1826,8,2.83
8628,141,1,1826,6,3.14
8629,319,1,1826,10,4.01
8630,316,0,1826,13,3.93
8631,313,0,1827,9,3.5
8632,321,0,1828,11,4.69
8633,321,0,1828,11,5.65
8634,127,1,1828,13,3.18
8635,320,0,1828,6,5.83
8636,302,1,1828,13,5.47
8637,318,0,1829,12,7.65
8638,339,0,1829,7,5.86
8639,317,0,1829,11,4.48
8640,336,0,1829,12,4.39
8641,325,0,1830,12,3.4
8642,316,0,1831,11,3.09
8643,331,0,1831,9,3.91
8644,336,0,1832,12,3.5
8645,322,1,1832,6,7.84
8646,316,0,1832,12,4.82
8647,318,1,1832,14,4.28
8648,252,1,1832,5,3.22
8649,213,1,1832,8,3.22
8650,182,1,1832,12,7.29
8651,317,0,1832,11,3.83
8652,331,0,1832,13,5.45
8653,317,0,1832,14,3.43
8654,332,0,1832,7,4.26
